time,resistance
2026-01-16 11:46:11.457 AM,9996.766
2026-01-16 11:46:13.140 AM,9996.767
2026-01-16 11:46:14.820 AM,9996.768
2026-01-16 11:46:16.530 AM,9996.766
2026-01-16 11:46:18.216 AM,9996.769
2026-01-16 11:46:19.910 AM,9996.766
2026-01-16 11:46:21.587 AM,9996.767
2026-01-16 11:46:23.268 AM,9996.761
2026-01-16 11:46:24.956 AM,9996.761
2026-01-16 11:46:26.652 AM,9996.765
2026-01-16 11:46:28.346 AM,9996.761
2026-01-16 11:46:30.021 AM,9996.761
2026-01-16 11:46:31.720 AM,9996.767
2026-01-16 11:46:33.420 AM,9996.767
2026-01-16 11:46:35.103 AM,9996.757
2026-01-16 11:46:36.809 AM,9996.769
2026-01-16 11:46:38.510 AM,9996.761
2026-01-16 11:46:40.193 AM,9996.761
2026-01-16 11:46:41.871 AM,9996.764
2026-01-16 11:46:43.569 AM,9996.76
2026-01-16 11:46:45.271 AM,9996.766
2026-01-16 11:46:46.957 AM,9996.767
2026-01-16 11:46:48.656 AM,9996.765
2026-01-16 11:46:50.346 AM,9996.764
2026-01-16 11:46:52.040 AM,9996.767
2026-01-16 11:46:53.734 AM,9996.765
2026-01-16 11:46:55.434 AM,9996.765
2026-01-16 11:46:57.130 AM,9996.764
2026-01-16 11:46:58.822 AM,9996.768
2026-01-16 11:47:00.519 AM,9996.772
2026-01-16 11:47:02.189 AM,9996.768
2026-01-16 11:47:03.888 AM,9996.762
2026-01-16 11:47:05.586 AM,9996.77
2026-01-16 11:47:07.286 AM,9996.765
2026-01-16 11:47:08.969 AM,9996.765
2026-01-16 11:47:10.679 AM,9996.759
2026-01-16 11:47:12.390 AM,9996.768
2026-01-16 11:47:14.086 AM,9996.766
2026-01-16 11:47:15.772 AM,9996.766
2026-01-16 11:47:17.474 AM,9996.763
2026-01-16 11:47:19.170 AM,9996.76
2026-01-16 11:47:20.850 AM,9996.762
2026-01-16 11:47:22.551 AM,9996.764
2026-01-16 11:47:24.257 AM,9996.765
2026-01-16 11:47:25.956 AM,9996.76
2026-01-16 11:47:27.654 AM,9996.763
2026-01-16 11:47:29.335 AM,9996.762
2026-01-16 11:47:31.021 AM,9996.758
2026-01-16 11:47:32.699 AM,9996.763
2026-01-16 11:47:34.397 AM,9996.765
2026-01-16 11:47:36.089 AM,9996.767
2026-01-16 11:47:37.789 AM,9996.757
2026-01-16 11:47:39.473 AM,9996.758
2026-01-16 11:47:41.174 AM,9996.764
2026-01-16 11:47:42.868 AM,9996.761
2026-01-16 11:47:44.550 AM,9996.763
2026-01-16 11:47:46.246 AM,9996.759
2026-01-16 11:47:47.944 AM,9996.761
2026-01-16 11:47:49.621 AM,9996.757
2026-01-16 11:47:51.321 AM,9996.764
2026-01-16 11:47:53.025 AM,9996.765
2026-01-16 11:47:54.716 AM,9996.759
2026-01-16 11:47:56.414 AM,9996.758
2026-01-16 11:47:58.116 AM,9996.765
2026-01-16 11:47:59.819 AM,9996.759
2026-01-16 11:48:01.512 AM,9996.762
2026-01-16 11:48:03.190 AM,9996.758
2026-01-16 11:48:04.887 AM,9996.757
2026-01-16 11:48:06.582 AM,9996.757
2026-01-16 11:48:08.285 AM,9996.765
2026-01-16 11:48:09.993 AM,9996.753
2026-01-16 11:48:11.679 AM,9996.755
2026-01-16 11:48:13.370 AM,9996.759
2026-01-16 11:48:15.057 AM,9996.757
2026-01-16 11:48:16.731 AM,9996.761
2026-01-16 11:48:18.432 AM,9996.757
2026-01-16 11:48:20.112 AM,9996.76
2026-01-16 11:48:21.812 AM,9996.759
2026-01-16 11:48:23.499 AM,9996.759
2026-01-16 11:48:25.196 AM,9996.762
2026-01-16 11:48:26.898 AM,9996.762
2026-01-16 11:48:28.599 AM,9996.758
2026-01-16 11:48:30.300 AM,9996.767
2026-01-16 11:48:31.987 AM,9996.759
2026-01-16 11:48:33.685 AM,9996.763
2026-01-16 11:48:35.367 AM,9996.763
2026-01-16 11:48:37.075 AM,9996.758
2026-01-16 11:48:38.760 AM,9996.759
2026-01-16 11:48:40.459 AM,9996.757
2026-01-16 11:48:42.146 AM,9996.764
2026-01-16 11:48:43.853 AM,9996.76
2026-01-16 11:48:45.555 AM,9996.754
2026-01-16 11:48:47.255 AM,9996.758
2026-01-16 11:48:48.949 AM,9996.758
2026-01-16 11:48:50.647 AM,9996.76
2026-01-16 11:48:52.347 AM,9996.754
2026-01-16 11:48:54.040 AM,9996.756
2026-01-16 11:48:55.739 AM,9996.758
2026-01-16 11:48:57.428 AM,9996.752
2026-01-16 11:48:59.132 AM,9996.755
2026-01-16 11:49:00.811 AM,9996.764
2026-01-16 11:49:02.517 AM,9996.755
2026-01-16 11:49:04.201 AM,9996.758
2026-01-16 11:49:05.877 AM,9996.76
2026-01-16 11:49:07.575 AM,9996.752
2026-01-16 11:49:09.257 AM,9996.757
2026-01-16 11:49:10.964 AM,9996.75
2026-01-16 11:49:12.649 AM,9996.754
2026-01-16 11:49:14.333 AM,9996.758
2026-01-16 11:49:16.019 AM,9996.756
2026-01-16 11:49:17.721 AM,9996.76
2026-01-16 11:49:19.398 AM,9996.755
2026-01-16 11:49:21.103 AM,9996.754
2026-01-16 11:49:22.795 AM,9996.752
2026-01-16 11:49:24.486 AM,9996.755
2026-01-16 11:49:26.173 AM,9996.756
2026-01-16 11:49:27.875 AM,9996.753
2026-01-16 11:49:29.578 AM,9996.756
2026-01-16 11:49:31.274 AM,9996.75
2026-01-16 11:49:32.970 AM,9996.754
2026-01-16 11:49:34.658 AM,9996.755
2026-01-16 11:49:36.342 AM,9996.75
2026-01-16 11:49:38.043 AM,9996.759
2026-01-16 11:49:39.739 AM,9996.756
2026-01-16 11:49:41.420 AM,9996.757
2026-01-16 11:49:43.115 AM,9996.756
2026-01-16 11:49:44.818 AM,9996.753
2026-01-16 11:49:46.520 AM,9996.755
2026-01-16 11:49:48.221 AM,9996.749
2026-01-16 11:49:49.918 AM,9996.753
2026-01-16 11:49:51.600 AM,9996.751
2026-01-16 11:49:53.301 AM,9996.742
2026-01-16 11:49:54.974 AM,9996.752
2026-01-16 11:49:56.672 AM,9996.748
2026-01-16 11:49:58.352 AM,9996.751
2026-01-16 11:50:00.061 AM,9996.743
2026-01-16 11:50:01.753 AM,9996.743
2026-01-16 11:50:03.438 AM,9996.749
2026-01-16 11:50:05.131 AM,9996.746
2026-01-16 11:50:06.817 AM,9996.747
2026-01-16 11:50:08.512 AM,9996.743
2026-01-16 11:50:10.204 AM,9996.742
2026-01-16 11:50:11.905 AM,9996.749
2026-01-16 11:50:13.580 AM,9996.741
2026-01-16 11:50:15.280 AM,9996.747
2026-01-16 11:50:16.957 AM,9996.747
2026-01-16 11:50:18.661 AM,9996.746
2026-01-16 11:50:20.370 AM,9996.748
2026-01-16 11:50:22.047 AM,9996.75
2026-01-16 11:50:23.743 AM,9996.744
2026-01-16 11:50:25.447 AM,9996.745
2026-01-16 11:50:27.156 AM,9996.744
2026-01-16 11:50:28.840 AM,9996.746
2026-01-16 11:50:30.537 AM,9996.742
2026-01-16 11:50:32.230 AM,9996.743
2026-01-16 11:50:33.927 AM,9996.745
2026-01-16 11:50:35.630 AM,9996.744
2026-01-16 11:50:37.320 AM,9996.741
2026-01-16 11:50:39.024 AM,9996.745
2026-01-16 11:50:40.702 AM,9996.748
2026-01-16 11:50:42.381 AM,9996.745
2026-01-16 11:50:44.064 AM,9996.746
2026-01-16 11:50:45.755 AM,9996.743
2026-01-16 11:50:47.440 AM,9996.748
2026-01-16 11:50:49.139 AM,9996.747
2026-01-16 11:50:50.810 AM,9996.745
2026-01-16 11:50:52.511 AM,9996.747
2026-01-16 11:50:54.212 AM,9996.747
2026-01-16 11:50:55.895 AM,9996.744
2026-01-16 11:50:57.581 AM,9996.748
2026-01-16 11:50:59.275 AM,9996.745
2026-01-16 11:51:00.975 AM,9996.742
2026-01-16 11:51:02.681 AM,9996.749
2026-01-16 11:51:04.387 AM,9996.743
2026-01-16 11:51:06.064 AM,9996.745
2026-01-16 11:51:07.761 AM,9996.746
2026-01-16 11:51:09.475 AM,9996.742
2026-01-16 11:51:11.179 AM,9996.742
2026-01-16 11:51:12.886 AM,9996.741
2026-01-16 11:51:14.567 AM,9996.738
2026-01-16 11:51:16.265 AM,9996.745
2026-01-16 11:51:17.961 AM,9996.743
2026-01-16 11:51:19.666 AM,9996.743
2026-01-16 11:51:21.353 AM,9996.735
2026-01-16 11:51:23.048 AM,9996.737
2026-01-16 11:51:24.744 AM,9996.747
2026-01-16 11:51:26.449 AM,9996.741
2026-01-16 11:51:28.128 AM,9996.743
2026-01-16 11:51:29.823 AM,9996.746
2026-01-16 11:51:31.526 AM,9996.74
2026-01-16 11:51:33.226 AM,9996.738
2026-01-16 11:51:34.910 AM,9996.741
2026-01-16 11:51:36.608 AM,9996.743
2026-01-16 11:51:38.299 AM,9996.738
2026-01-16 11:51:39.990 AM,9996.745
2026-01-16 11:51:41.691 AM,9996.743
2026-01-16 11:51:43.375 AM,9996.741
2026-01-16 11:51:45.088 AM,9996.743
2026-01-16 11:51:46.781 AM,9996.746
2026-01-16 11:51:48.476 AM,9996.741
2026-01-16 11:51:50.176 AM,9996.742
2026-01-16 11:51:51.879 AM,9996.738
2026-01-16 11:51:53.587 AM,9996.739
2026-01-16 11:51:55.286 AM,9996.734
2026-01-16 11:51:56.964 AM,9996.741
2026-01-16 11:51:58.647 AM,9996.742
2026-01-16 11:52:00.345 AM,9996.743
2026-01-16 11:52:02.045 AM,9996.738
2026-01-16 11:52:03.741 AM,9996.737
2026-01-16 11:52:05.422 AM,9996.743
2026-01-16 11:52:07.116 AM,9996.74
2026-01-16 11:52:08.817 AM,9996.742
2026-01-16 11:52:10.498 AM,9996.742
2026-01-16 11:52:12.195 AM,9996.745
2026-01-16 11:52:13.896 AM,9996.74
2026-01-16 11:52:15.591 AM,9996.741
2026-01-16 11:52:17.281 AM,9996.74
2026-01-16 11:52:18.961 AM,9996.735
2026-01-16 11:52:20.642 AM,9996.742
2026-01-16 11:52:22.337 AM,9996.74
2026-01-16 11:52:24.033 AM,9996.733
2026-01-16 11:52:25.733 AM,9996.742
2026-01-16 11:52:27.416 AM,9996.741
2026-01-16 11:52:29.116 AM,9996.738
2026-01-16 11:52:30.816 AM,9996.744
2026-01-16 11:52:32.517 AM,9996.739
2026-01-16 11:52:34.221 AM,9996.736
2026-01-16 11:52:35.933 AM,9996.739
2026-01-16 11:52:37.628 AM,9996.735
2026-01-16 11:52:39.329 AM,9996.738
2026-01-16 11:52:41.028 AM,9996.74
2026-01-16 11:52:42.727 AM,9996.741
2026-01-16 11:52:44.409 AM,9996.735
2026-01-16 11:52:46.088 AM,9996.741
2026-01-16 11:52:47.789 AM,9996.741
2026-01-16 11:52:49.486 AM,9996.739
2026-01-16 11:52:51.165 AM,9996.74
2026-01-16 11:52:52.862 AM,9996.738
2026-01-16 11:52:54.558 AM,9996.741
2026-01-16 11:52:56.258 AM,9996.745
2026-01-16 11:52:57.955 AM,9996.744
2026-01-16 11:52:59.651 AM,9996.744
2026-01-16 11:53:01.332 AM,9996.74
2026-01-16 11:53:03.038 AM,9996.739
2026-01-16 11:53:04.743 AM,9996.74
2026-01-16 11:53:06.448 AM,9996.738
2026-01-16 11:53:08.141 AM,9996.745
2026-01-16 11:53:09.830 AM,9996.746
2026-01-16 11:53:11.529 AM,9996.742
2026-01-16 11:53:13.212 AM,9996.741
2026-01-16 11:53:14.913 AM,9996.742
2026-01-16 11:53:16.586 AM,9996.74
2026-01-16 11:53:18.289 AM,9996.741
2026-01-16 11:53:19.993 AM,9996.742
2026-01-16 11:53:21.676 AM,9996.742
2026-01-16 11:53:23.375 AM,9996.739
2026-01-16 11:53:25.072 AM,9996.745
2026-01-16 11:53:26.751 AM,9996.75
2026-01-16 11:53:28.459 AM,9996.741
2026-01-16 11:53:30.144 AM,9996.741
2026-01-16 11:53:31.845 AM,9996.739
2026-01-16 11:53:33.546 AM,9996.739
2026-01-16 11:53:35.231 AM,9996.741
2026-01-16 11:53:36.919 AM,9996.734
2026-01-16 11:53:38.618 AM,9996.74
2026-01-16 11:53:40.298 AM,9996.744
2026-01-16 11:53:41.988 AM,9996.742
2026-01-16 11:53:43.665 AM,9996.746
2026-01-16 11:53:45.364 AM,9996.742
2026-01-16 11:53:47.057 AM,9996.738
2026-01-16 11:53:48.760 AM,9996.739
2026-01-16 11:53:50.465 AM,9996.739
2026-01-16 11:53:52.144 AM,9996.741
2026-01-16 11:53:53.856 AM,9996.745
2026-01-16 11:53:55.542 AM,9996.734
2026-01-16 11:53:57.250 AM,9996.74
2026-01-16 11:53:58.954 AM,9996.738
2026-01-16 11:54:00.649 AM,9996.738
2026-01-16 11:54:02.365 AM,9996.733
2026-01-16 11:54:04.071 AM,9996.735
2026-01-16 11:54:05.770 AM,9996.734
2026-01-16 11:54:07.446 AM,9996.737
2026-01-16 11:54:09.146 AM,9996.728
2026-01-16 11:54:10.824 AM,9996.733
2026-01-16 11:54:12.524 AM,9996.732
2026-01-16 11:54:14.201 AM,9996.736
2026-01-16 11:54:15.898 AM,9996.737
2026-01-16 11:54:17.583 AM,9996.735
2026-01-16 11:54:19.279 AM,9996.728
2026-01-16 11:54:20.952 AM,9996.739
2026-01-16 11:54:22.653 AM,9996.735
2026-01-16 11:54:24.322 AM,9996.731
2026-01-16 11:54:26.024 AM,9996.734
2026-01-16 11:54:27.722 AM,9996.735
2026-01-16 11:54:29.410 AM,9996.73
2026-01-16 11:54:31.094 AM,9996.733
2026-01-16 11:54:32.792 AM,9996.731
2026-01-16 11:54:34.490 AM,9996.727
2026-01-16 11:54:36.186 AM,9996.731
2026-01-16 11:54:37.867 AM,9996.732
2026-01-16 11:54:39.551 AM,9996.728
2026-01-16 11:54:41.240 AM,9996.73
2026-01-16 11:54:42.930 AM,9996.731
2026-01-16 11:54:44.632 AM,9996.73
2026-01-16 11:54:46.327 AM,9996.73
2026-01-16 11:54:48.025 AM,9996.728
2026-01-16 11:54:49.720 AM,9996.731
2026-01-16 11:54:51.426 AM,9996.733
2026-01-16 11:54:53.122 AM,9996.736
2026-01-16 11:54:54.829 AM,9996.732
2026-01-16 11:54:56.528 AM,9996.728
2026-01-16 11:54:58.235 AM,9996.727
2026-01-16 11:54:59.916 AM,9996.733
2026-01-16 11:55:01.618 AM,9996.732
2026-01-16 11:55:03.295 AM,9996.72
2026-01-16 11:55:04.986 AM,9996.73
2026-01-16 11:55:06.686 AM,9996.729
2026-01-16 11:55:08.380 AM,9996.73
2026-01-16 11:55:10.081 AM,9996.727
2026-01-16 11:55:11.777 AM,9996.727
2026-01-16 11:55:13.476 AM,9996.721
2026-01-16 11:55:15.167 AM,9996.725
2026-01-16 11:55:16.869 AM,9996.728
2026-01-16 11:55:18.581 AM,9996.728
2026-01-16 11:55:20.275 AM,9996.724
2026-01-16 11:55:21.973 AM,9996.725
2026-01-16 11:55:23.680 AM,9996.724
2026-01-16 11:55:25.371 AM,9996.719
2026-01-16 11:55:27.066 AM,9996.721
2026-01-16 11:55:28.745 AM,9996.727
2026-01-16 11:55:30.442 AM,9996.723
2026-01-16 11:55:32.139 AM,9996.722
2026-01-16 11:55:33.848 AM,9996.725
2026-01-16 11:55:35.556 AM,9996.722
2026-01-16 11:55:37.255 AM,9996.718
2026-01-16 11:55:38.942 AM,9996.722
2026-01-16 11:55:40.640 AM,9996.721
2026-01-16 11:55:42.317 AM,9996.72
2026-01-16 11:55:44.029 AM,9996.721
2026-01-16 11:55:45.732 AM,9996.724
2026-01-16 11:55:47.426 AM,9996.721
2026-01-16 11:55:49.138 AM,9996.717
2026-01-16 11:55:50.833 AM,9996.726
2026-01-16 11:55:52.515 AM,9996.724
2026-01-16 11:55:54.207 AM,9996.721
2026-01-16 11:55:55.904 AM,9996.723
2026-01-16 11:55:57.594 AM,9996.719
2026-01-16 11:55:59.284 AM,9996.719
2026-01-16 11:56:00.963 AM,9996.718
2026-01-16 11:56:02.649 AM,9996.721
2026-01-16 11:56:04.333 AM,9996.717
2026-01-16 11:56:06.036 AM,9996.721
2026-01-16 11:56:07.728 AM,9996.717
2026-01-16 11:56:09.412 AM,9996.717
2026-01-16 11:56:11.101 AM,9996.72
2026-01-16 11:56:12.804 AM,9996.719
2026-01-16 11:56:14.510 AM,9996.72
2026-01-16 11:56:16.211 AM,9996.724
2026-01-16 11:56:17.916 AM,9996.721
2026-01-16 11:56:19.604 AM,9996.716
2026-01-16 11:56:21.287 AM,9996.717
2026-01-16 11:56:22.981 AM,9996.723
2026-01-16 11:56:24.673 AM,9996.715
2026-01-16 11:56:26.372 AM,9996.72
2026-01-16 11:56:28.076 AM,9996.718
2026-01-16 11:56:29.756 AM,9996.718
2026-01-16 11:56:31.461 AM,9996.719
2026-01-16 11:56:33.170 AM,9996.717
2026-01-16 11:56:34.873 AM,9996.718
2026-01-16 11:56:36.569 AM,9996.716
2026-01-16 11:56:38.258 AM,9996.716
2026-01-16 11:56:39.952 AM,9996.721
2026-01-16 11:56:41.649 AM,9996.718
2026-01-16 11:56:43.332 AM,9996.714
2026-01-16 11:56:45.043 AM,9996.719
2026-01-16 11:56:46.744 AM,9996.718
2026-01-16 11:56:48.439 AM,9996.72
2026-01-16 11:56:50.134 AM,9996.718
2026-01-16 11:56:51.837 AM,9996.717
2026-01-16 11:56:53.525 AM,9996.723
2026-01-16 11:56:55.224 AM,9996.714
2026-01-16 11:56:56.932 AM,9996.718
2026-01-16 11:56:58.625 AM,9996.725
2026-01-16 11:57:00.322 AM,9996.719
2026-01-16 11:57:02.008 AM,9996.715
2026-01-16 11:57:03.704 AM,9996.717
2026-01-16 11:57:05.402 AM,9996.716
2026-01-16 11:57:07.096 AM,9996.72
2026-01-16 11:57:08.797 AM,9996.718
2026-01-16 11:57:10.486 AM,9996.715
2026-01-16 11:57:12.191 AM,9996.713
2026-01-16 11:57:13.896 AM,9996.72
2026-01-16 11:57:15.605 AM,9996.719
2026-01-16 11:57:17.296 AM,9996.716
2026-01-16 11:57:18.992 AM,9996.715
2026-01-16 11:57:20.692 AM,9996.714
2026-01-16 11:57:22.401 AM,9996.715
2026-01-16 11:57:24.107 AM,9996.72
2026-01-16 11:57:25.785 AM,9996.718
2026-01-16 11:57:27.493 AM,9996.718
2026-01-16 11:57:29.191 AM,9996.714
2026-01-16 11:57:30.887 AM,9996.712
2026-01-16 11:57:32.589 AM,9996.716
2026-01-16 11:57:34.284 AM,9996.716
2026-01-16 11:57:35.980 AM,9996.712
2026-01-16 11:57:37.674 AM,9996.717
2026-01-16 11:57:39.381 AM,9996.715
2026-01-16 11:57:41.090 AM,9996.718
2026-01-16 11:57:42.793 AM,9996.714
2026-01-16 11:57:44.488 AM,9996.713
2026-01-16 11:57:46.181 AM,9996.72
2026-01-16 11:57:47.894 AM,9996.719
2026-01-16 11:57:49.599 AM,9996.716
2026-01-16 11:57:51.286 AM,9996.717
2026-01-16 11:57:52.991 AM,9996.719
2026-01-16 11:57:54.685 AM,9996.709
2026-01-16 11:57:56.362 AM,9996.712
2026-01-16 11:57:58.069 AM,9996.714
2026-01-16 11:57:59.766 AM,9996.71
2026-01-16 11:58:01.467 AM,9996.717
2026-01-16 11:58:03.171 AM,9996.716
2026-01-16 11:58:04.866 AM,9996.713
2026-01-16 11:58:06.557 AM,9996.716
2026-01-16 11:58:08.248 AM,9996.713
2026-01-16 11:58:09.935 AM,9996.717
2026-01-16 11:58:11.629 AM,9996.716
2026-01-16 11:58:13.314 AM,9996.711
2026-01-16 11:58:15.019 AM,9996.709
2026-01-16 11:58:16.726 AM,9996.721
2026-01-16 11:58:18.432 AM,9996.711
2026-01-16 11:58:20.125 AM,9996.712
2026-01-16 11:58:21.806 AM,9996.713
2026-01-16 11:58:23.517 AM,9996.708
2026-01-16 11:58:25.198 AM,9996.719
2026-01-16 11:58:26.880 AM,9996.711
2026-01-16 11:58:28.588 AM,9996.709
2026-01-16 11:58:30.266 AM,9996.714
2026-01-16 11:58:31.966 AM,9996.712
2026-01-16 11:58:33.664 AM,9996.71
2026-01-16 11:58:35.358 AM,9996.713
2026-01-16 11:58:37.059 AM,9996.714
2026-01-16 11:58:38.756 AM,9996.713
2026-01-16 11:58:40.438 AM,9996.709
2026-01-16 11:58:42.139 AM,9996.707
2026-01-16 11:58:43.833 AM,9996.711
2026-01-16 11:58:45.512 AM,9996.712
2026-01-16 11:58:47.218 AM,9996.712
2026-01-16 11:58:48.902 AM,9996.711
2026-01-16 11:58:50.592 AM,9996.715
2026-01-16 11:58:52.278 AM,9996.712
2026-01-16 11:58:53.959 AM,9996.711
2026-01-16 11:58:55.638 AM,9996.712
2026-01-16 11:58:57.332 AM,9996.704
2026-01-16 11:58:59.006 AM,9996.711
2026-01-16 11:59:00.714 AM,9996.715
2026-01-16 11:59:02.412 AM,9996.712
2026-01-16 11:59:04.115 AM,9996.719
2026-01-16 11:59:05.815 AM,9996.712
2026-01-16 11:59:07.513 AM,9996.714
2026-01-16 11:59:09.209 AM,9996.712
2026-01-16 11:59:10.918 AM,9996.718
2026-01-16 11:59:12.609 AM,9996.711
2026-01-16 11:59:14.299 AM,9996.712
2026-01-16 11:59:15.988 AM,9996.711
2026-01-16 11:59:17.672 AM,9996.711
2026-01-16 11:59:19.353 AM,9996.709
2026-01-16 11:59:21.060 AM,9996.709
2026-01-16 11:59:22.751 AM,9996.706
2026-01-16 11:59:24.456 AM,9996.717
2026-01-16 11:59:26.133 AM,9996.705
2026-01-16 11:59:27.820 AM,9996.705
2026-01-16 11:59:29.517 AM,9996.704
2026-01-16 11:59:31.214 AM,9996.711
2026-01-16 11:59:32.896 AM,9996.708
2026-01-16 11:59:34.601 AM,9996.708
2026-01-16 11:59:36.278 AM,9996.71
2026-01-16 11:59:37.987 AM,9996.714
2026-01-16 11:59:39.679 AM,9996.71
2026-01-16 11:59:41.373 AM,9996.712
2026-01-16 11:59:43.067 AM,9996.712
2026-01-16 11:59:44.777 AM,9996.709
2026-01-16 11:59:46.488 AM,9996.712
2026-01-16 11:59:48.197 AM,9996.712
2026-01-16 11:59:49.890 AM,9996.707
2026-01-16 11:59:51.589 AM,9996.715
2026-01-16 11:59:53.288 AM,9996.712
2026-01-16 11:59:54.980 AM,9996.71
2026-01-16 11:59:56.679 AM,9996.705
2026-01-16 11:59:58.393 AM,9996.712
2026-01-16 12:00:00.099 PM,9996.708
2026-01-16 12:00:01.775 PM,9996.703
2026-01-16 12:00:03.483 PM,9996.706
2026-01-16 12:00:05.171 PM,9996.704
2026-01-16 12:00:06.871 PM,9996.706
2026-01-16 12:00:08.578 PM,9996.705
2026-01-16 12:00:10.297 PM,9996.707
2026-01-16 12:00:11.997 PM,9996.706
2026-01-16 12:00:13.693 PM,9996.705
2026-01-16 12:00:15.395 PM,9996.71
2026-01-16 12:00:17.096 PM,9996.709
2026-01-16 12:00:18.779 PM,9996.708
2026-01-16 12:00:20.483 PM,9996.706
2026-01-16 12:00:22.182 PM,9996.704
2026-01-16 12:00:23.873 PM,9996.701
2026-01-16 12:00:25.558 PM,9996.708
2026-01-16 12:00:27.258 PM,9996.7
2026-01-16 12:00:28.954 PM,9996.706
2026-01-16 12:00:30.659 PM,9996.698
2026-01-16 12:00:32.339 PM,9996.711
2026-01-16 12:00:34.019 PM,9996.702
2026-01-16 12:00:35.712 PM,9996.705
2026-01-16 12:00:37.413 PM,9996.706
2026-01-16 12:00:39.117 PM,9996.71
2026-01-16 12:00:40.806 PM,9996.71
2026-01-16 12:00:42.500 PM,9996.708
2026-01-16 12:00:44.198 PM,9996.701
2026-01-16 12:00:45.902 PM,9996.71
2026-01-16 12:00:47.603 PM,9996.705
2026-01-16 12:00:49.304 PM,9996.704
2026-01-16 12:00:50.989 PM,9996.703
2026-01-16 12:00:52.695 PM,9996.7
2026-01-16 12:00:54.399 PM,9996.705
2026-01-16 12:00:56.100 PM,9996.701
2026-01-16 12:00:57.788 PM,9996.702
2026-01-16 12:00:59.488 PM,9996.705
2026-01-16 12:01:01.197 PM,9996.703
2026-01-16 12:01:02.878 PM,9996.702
2026-01-16 12:01:04.561 PM,9996.705
2026-01-16 12:01:06.264 PM,9996.7
2026-01-16 12:01:07.970 PM,9996.701
2026-01-16 12:01:09.649 PM,9996.701
2026-01-16 12:01:11.356 PM,9996.707
2026-01-16 12:01:13.055 PM,9996.701
2026-01-16 12:01:14.764 PM,9996.705
2026-01-16 12:01:16.468 PM,9996.705
2026-01-16 12:01:18.168 PM,9996.701
2026-01-16 12:01:19.864 PM,9996.7
2026-01-16 12:01:21.551 PM,9996.702
2026-01-16 12:01:23.256 PM,9996.7
2026-01-16 12:01:24.954 PM,9996.699
2026-01-16 12:01:26.655 PM,9996.701
2026-01-16 12:01:28.354 PM,9996.701
2026-01-16 12:01:30.051 PM,9996.703
2026-01-16 12:01:31.738 PM,9996.7
2026-01-16 12:01:33.434 PM,9996.701
2026-01-16 12:01:35.142 PM,9996.703
2026-01-16 12:01:36.819 PM,9996.702
2026-01-16 12:01:38.528 PM,9996.702
2026-01-16 12:01:40.206 PM,9996.699
2026-01-16 12:01:41.917 PM,9996.7
2026-01-16 12:01:43.617 PM,9996.699
2026-01-16 12:01:45.318 PM,9996.698
2026-01-16 12:01:47.000 PM,9996.698
2026-01-16 12:01:48.706 PM,9996.702
2026-01-16 12:01:50.402 PM,9996.699
2026-01-16 12:01:52.094 PM,9996.695
